ATL,2005
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2005
1,Al Harrington,24,66,66,2550,453,986,.459,16,74,.216,437,912,.479,.468,236,351,.672,145,316,461,208,85,16,204,249,1158,ATL,2005
2,Josh Childress,21,80,44,2376,302,642,.470,13,56,.232,289,586,.493,.481,190,231,.823,195,287,482,151,74,35,106,184,807,ATL,2005
3,Antoine Walker,28,53,53,2128,420,1013,.415,85,268,.317,335,745,.450,.457,157,294,.534,126,371,497,194,64,32,183,147,1082,ATL,2005
4,Josh Smith,19,74,59,2050,274,602,.455,4,23,.174,270,579,.466,.458,163,237,.688,147,310,457,127,59,144,135,157,715,ATL,2005
5,Tyronn Lue,27,49,46,1528,247,532,.464,40,110,.364,207,422,.491,.502,128,147,.871,14,95,109,264,25,0,81,120,662,ATL,2005
6,Predrag Drobnjak,29,71,1,1435,238,543,.438,25,71,.352,213,472,.451,.461,96,120,.800,73,165,238,49,42,24,78,138,597,ATL,2005
7,Tony Delk,31,56,1,1340,246,591,.416,72,202,.356,174,389,.447,.477,103,136,.757,28,102,130,104,47,3,54,123,667,ATL,2005
8,Boris Diaw,22,66,25,1201,124,294,.422,9,50,.180,115,244,.471,.437,57,77,.740,54,116,170,149,37,18,87,123,314,ATL,2005
9,Jason Collier,27,70,44,942,174,376,.463,6,14,.429,168,362,.464,.471,48,71,.676,84,100,184,18,15,13,63,147,402,ATL,2005
10,Royal Ivey,23,62,5,809,85,198,.429,3,9,.333,82,189,.434,.437,47,67,.701,19,65,84,103,39,7,58,140,220,ATL,2005
11,Tom Gugliotta,35,27,9,748,88,204,.431,8,26,.308,80,178,.449,.451,29,37,.784,41,107,148,56,32,13,48,81,213,ATL,2005
12,Obinna Ekezie,29,42,31,732,79,182,.434,0,1,.000,79,181,.436,.434,72,93,.774,69,110,179,11,22,12,45,129,230,ATL,2005
13,Kenny Anderson,34,39,20,717,81,190,.426,6,13,.462,75,177,.424,.442,27,37,.730,23,60,83,98,33,0,46,81,195,ATL,2005
14,Donta Smith,21,38,0,433,44,113,.389,6,22,.273,38,91,.418,.416,33,48,.688,19,33,52,39,23,5,25,50,127,ATL,2005
15,Kevin Willis,42,29,5,344,35,90,.389,0,2,.000,35,88,.398,.389,17,23,.739,29,47,76,9,8,7,15,53,87,ATL,2005
16,Jon Barry,35,16,0,275,31,77,.403,11,32,.344,20,45,.444,.474,10,13,.769,4,17,21,28,14,2,14,28,83,ATL,2005
17,Michael Stewart,29,12,1,145,11,21,.524,0,0,,11,21,.524,.524,3,7,.429,21,19,40,5,6,5,6,32,25,ATL,2005
18,Jelani McCoy,27,10,0,88,7,13,.538,0,0,,7,13,.538,.538,1,5,.200,7,14,21,0,3,8,6,24,15,ATL,2005
19,Anthony Miller,33,2,0,9,2,3,.667,0,0,,2,3,.667,.667,0,0,,0,1,1,1,1,0,1,2,4,ATL,2005
20,James Thomas,24,2,0,5,1,2,.500,0,0,,1,2,.500,.500,0,0,,2,0,2,0,0,0,0,1,2,ATL,2005
,Team Totals,,82,,19855,2942,6672,.441,304,973,.312,2638,5699,.463,.464,1417,1994,.711,1100,2335,3435,1614,629,344,1319,2009,7605,ATL,2005
ATL,2006
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2006
1,Joe Johnson,24,82,82,3340,632,1395,.453,128,360,.356,504,1035,.487,.499,261,330,.791,98,237,335,536,103,31,267,187,1653,ATL,2006
2,Al Harrington,25,76,76,2782,551,1220,.452,66,191,.346,485,1029,.471,.479,243,350,.694,132,391,523,238,85,14,195,301,1411,ATL,2006
3,Josh Smith,20,80,73,2559,329,774,.425,34,110,.309,295,664,.444,.447,210,292,.719,176,355,531,191,64,208,162,260,902,ATL,2006
4,Zaza Pachulia,21,78,78,2452,307,681,.451,0,2,.000,307,679,.452,.451,297,404,.735,264,349,613,129,89,39,180,286,911,ATL,2006
5,Josh Childress,22,74,10,2249,278,504,.552,32,65,.492,246,439,.560,.583,154,201,.766,134,253,387,131,86,39,101,184,742,ATL,2006
6,Marvin Williams,19,79,7,1952,235,531,.443,13,53,.245,222,478,.464,.455,189,253,.747,122,261,383,63,48,24,83,227,672,ATL,2006
7,Salim Stoudamire,23,61,1,1236,204,492,.415,82,216,.380,122,276,.442,.498,99,110,.900,12,104,116,75,27,3,82,118,589,ATL,2006
8,Tyronn Lue,28,51,10,1234,192,418,.459,58,127,.457,134,291,.460,.529,118,138,.855,13,69,82,157,26,3,75,113,560,ATL,2006
9,Royal Ivey,24,73,66,978,116,264,.439,4,10,.400,112,254,.441,.447,24,33,.727,31,65,96,74,24,7,23,147,260,ATL,2006
10,Esteban Batista,22,57,3,495,34,80,.425,0,1,.000,34,79,.430,.425,33,53,.623,61,83,144,7,15,11,38,111,101,ATL,2006
11,John Edwards,24,40,4,296,31,64,.484,0,0,,31,64,.484,.484,8,11,.727,18,30,48,5,3,15,12,76,70,ATL,2006
12,Donta Smith,22,23,0,127,15,27,.556,2,4,.500,13,23,.565,.593,6,12,.500,3,11,14,9,8,0,4,20,38,ATL,2006
13,Anthony Grundy,26,12,0,108,19,38,.500,5,15,.333,14,23,.609,.566,9,14,.643,1,16,17,9,7,0,9,14,52,ATL,2006
14,John Thomas,30,11,0,66,3,7,.429,0,0,,3,7,.429,.429,3,4,.750,3,7,10,1,2,0,4,10,9,ATL,2006
15,Tony Delk,32,1,0,7,0,1,.000,0,0,,0,1,.000,.000,2,2,1.000,1,1,2,0,0,0,0,0,2,ATL,2006
,Team Totals,,82,,19880,2946,6496,.454,424,1154,.367,2522,5342,.472,.486,1656,2207,.750,1069,2232,3301,1625,587,394,1284,2054,7972,ATL,2006
ATL,2007
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2007
1,Josh Smith,21,72,72,2647,436,993,.439,38,152,.250,398,841,.473,.458,268,387,.693,165,456,621,236,101,207,227,241,1178,ATL,2007
2,Joe Johnson,25,57,57,2359,536,1139,.471,119,312,.381,417,827,.504,.523,235,314,.748,53,186,239,249,60,11,176,115,1426,ATL,2007
3,Marvin Williams,20,64,63,2179,306,706,.433,11,45,.244,295,661,.446,.441,216,265,.815,84,253,337,121,52,30,127,191,839,ATL,2007
4,Zaza Pachulia,22,72,47,2026,291,614,.474,0,1,.000,291,613,.475,.474,293,373,.786,199,301,500,106,77,36,162,267,875,ATL,2007
5,Josh Childress,23,55,13,2024,261,518,.504,26,77,.338,235,441,.533,.529,167,210,.795,123,217,340,127,58,36,80,118,715,ATL,2007
6,Shelden Williams,23,81,31,1514,166,365,.455,2,4,.500,164,361,.454,.458,110,144,.764,131,304,435,44,52,39,96,199,444,ATL,2007
7,Tyronn Lue,29,56,17,1488,218,524,.416,56,161,.348,162,363,.446,.469,144,163,.883,19,85,104,201,24,0,85,101,636,ATL,2007
8,Speedy Claxton,28,42,31,1054,91,278,.327,6,28,.214,85,250,.340,.338,33,60,.550,12,69,81,185,72,4,75,131,221,ATL,2007
9,Lorenzen Wright,31,67,31,1035,82,183,.448,0,0,,82,183,.448,.448,9,32,.281,85,131,216,40,28,28,39,204,173,ATL,2007
10,Salim Stoudamire,24,61,0,1034,177,425,.416,56,155,.361,121,270,.448,.482,61,68,.897,6,68,74,61,21,2,55,88,471,ATL,2007
11,Anthony Johnson,32,27,17,739,82,197,.416,14,44,.318,68,153,.444,.452,25,32,.781,9,44,53,123,17,2,45,51,203,ATL,2007
12,Solomon Jones,22,58,8,666,65,128,.508,0,1,.000,65,127,.512,.508,59,75,.787,49,87,136,11,11,42,25,124,189,ATL,2007
13,Royal Ivey,25,53,18,539,64,143,.448,5,16,.313,59,127,.465,.465,24,35,.686,15,36,51,45,24,4,31,62,157,ATL,2007
14,Cedric Bozeman,23,23,5,199,11,39,.282,2,13,.154,9,26,.346,.308,2,6,.333,3,20,23,9,5,2,9,32,26,ATL,2007
15,Matt Freije,25,19,0,147,16,54,.296,3,22,.136,13,32,.406,.324,5,6,.833,8,16,24,7,3,1,3,13,40,ATL,2007
16,Stanislav Medvedenko,27,14,0,81,12,29,.414,1,2,.500,11,27,.407,.431,17,20,.850,4,10,14,2,0,2,5,16,42,ATL,2007
17,Esteban Batista,23,13,0,81,8,16,.500,0,0,,8,16,.500,.500,4,7,.571,7,23,30,4,3,0,4,13,20,ATL,2007
18,Dijon Thompson,23,6,0,50,6,15,.400,0,2,.000,6,13,.462,.400,5,6,.833,3,5,8,2,0,0,1,2,17,ATL,2007
19,Jeremy Richardson,22,5,0,19,3,6,.500,2,3,.667,1,3,.333,.667,0,0,,1,1,2,0,1,0,1,2,8,ATL,2007
,Team Totals,,82,,19880,2831,6372,.444,341,1038,.329,2490,5334,.467,.471,1677,2203,.761,976,2312,3288,1573,609,446,1306,1970,7680,ATL,2007
ATL,2008
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2008
1,Joe Johnson,26,82,82,3343,647,1497,.432,169,444,.381,478,1053,.454,.489,316,379,.834,83,284,367,474,84,18,223,168,1779,ATL,2008
2,Josh Smith,22,81,81,2873,518,1133,.457,25,99,.253,493,1034,.477,.468,333,469,.710,161,506,667,272,123,227,245,269,1394,ATL,2008
3,Marvin Williams,21,80,80,2765,424,918,.462,1,10,.100,423,908,.466,.462,336,409,.822,119,338,457,137,81,33,127,225,1185,ATL,2008
4,Al Horford,21,81,77,2540,333,668,.499,0,5,.000,333,663,.502,.499,155,212,.731,248,537,785,124,60,76,137,267,821,ATL,2008
5,Josh Childress,24,76,0,2274,327,573,.571,22,60,.367,305,513,.595,.590,222,275,.807,174,199,373,117,71,43,98,129,898,ATL,2008
6,Anthony Johnson,33,42,41,1121,115,267,.431,27,63,.429,88,204,.431,.481,26,32,.813,17,81,98,202,42,8,50,86,283,ATL,2008
7,Mike Bibby,29,33,32,1100,170,411,.414,69,187,.369,101,224,.451,.498,55,69,.797,5,99,104,215,35,2,81,63,464,ATL,2008
8,Zaza Pachulia,23,62,5,944,107,245,.437,0,3,.000,107,242,.442,.437,108,153,.706,89,159,248,36,24,13,69,140,322,ATL,2008
9,Acie Law,23,56,6,865,95,237,.401,7,34,.206,88,203,.433,.416,38,48,.792,12,45,57,113,29,0,56,73,235,ATL,2008
10,Tyronn Lue,30,33,3,564,86,196,.439,30,69,.435,56,127,.441,.515,24,28,.857,9,32,41,59,11,0,22,38,226,ATL,2008
11,Shelden Williams,24,36,0,414,37,100,.370,0,1,.000,37,99,.374,.370,35,51,.686,34,73,107,11,13,11,14,60,109,ATL,2008
12,Salim Stoudamire,25,35,0,402,65,180,.361,29,85,.341,36,95,.379,.442,41,50,.820,4,20,24,28,7,5,21,34,200,ATL,2008
13,Mario West,23,64,2,269,21,49,.429,0,4,.000,21,45,.467,.429,17,26,.654,26,22,48,13,12,4,9,61,59,ATL,2008
14,Lorenzen Wright,32,13,1,148,5,17,.294,0,0,,5,17,.294,.294,3,6,.500,7,30,37,3,3,3,2,26,13,ATL,2008
15,Solomon Jones,23,35,0,145,12,30,.400,0,2,.000,12,28,.429,.400,11,20,.550,19,23,42,0,3,5,11,28,35,ATL,2008
16,Jeremy Richardson,23,19,0,88,13,31,.419,5,12,.417,8,19,.421,.500,0,0,,1,6,7,0,2,0,5,6,31,ATL,2008
,Team Totals,,82,,19855,2975,6552,.454,384,1078,.356,2591,5474,.473,.483,1720,2227,.772,1008,2454,3462,1804,600,448,1223,1673,8054,ATL,2008
ATL,2009
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2009
1,Joe Johnson,27,79,79,3124,620,1420,.437,149,414,.360,471,1006,.468,.489,299,362,.826,65,281,346,455,84,19,195,176,1688,ATL,2009
2,Mike Bibby,30,79,79,2740,437,1005,.435,167,428,.390,270,577,.468,.518,135,171,.789,38,240,278,392,98,11,128,145,1176,ATL,2009
3,Josh Smith,23,69,69,2421,418,849,.492,26,87,.299,392,762,.514,.508,211,359,.588,134,364,498,169,94,111,161,184,1073,ATL,2009
4,Al Horford,22,67,67,2242,312,594,.525,0,1,.000,312,593,.526,.525,149,205,.727,145,479,624,163,53,95,103,190,773,ATL,2009
5,Marvin Williams,22,61,59,2093,285,622,.458,55,155,.355,230,467,.493,.502,220,273,.806,110,272,382,81,57,39,70,127,845,ATL,2009
6,Ronald Murray,29,80,2,1975,355,795,.447,87,242,.360,268,553,.485,.501,177,233,.760,22,146,168,158,88,17,128,173,974,ATL,2009
7,Maurice Evans,30,80,25,1840,208,482,.432,98,248,.395,110,234,.470,.533,60,73,.822,88,155,243,54,50,10,43,163,574,ATL,2009
8,Zaza Pachulia,24,77,26,1473,159,320,.497,0,3,.000,159,317,.502,.497,163,230,.709,173,263,436,57,35,26,91,208,481,ATL,2009
9,Solomon Jones,24,63,0,675,67,111,.604,1,2,.500,66,109,.606,.608,53,74,.716,52,90,142,15,7,34,27,125,188,ATL,2009
10,Acie Law,24,55,1,560,52,139,.374,9,29,.310,43,110,.391,.406,49,60,.817,6,52,58,86,11,3,29,43,162,ATL,2009
11,Mario West,24,53,3,269,14,34,.412,1,1,1.000,13,33,.394,.426,14,30,.467,24,32,56,19,18,4,13,35,43,ATL,2009
12,Thomas Gardner,23,16,0,98,9,36,.250,4,23,.174,5,13,.385,.306,2,4,.500,0,7,7,2,4,1,3,4,24,ATL,2009
13,Othello Hunter,22,16,0,92,11,20,.550,0,0,,11,20,.550,.550,0,5,.000,9,15,24,1,2,5,2,11,22,ATL,2009
14,Randolph Morris,23,23,0,89,7,17,.412,0,0,,7,17,.412,.412,4,4,1.000,4,16,20,2,2,1,7,25,18,ATL,2009
15,Speedy Claxton,30,2,0,15,2,7,.286,0,0,,2,7,.286,.286,1,2,.500,0,0,0,3,0,0,0,1,5,ATL,2009
,Team Totals,,82,,19705,2956,6451,.458,597,1633,.366,2359,4818,.490,.504,1537,2085,.737,870,2412,3282,1657,603,376,1048,1610,8046,ATL,2009
ATL,2010
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2010
1,Joe Johnson,28,76,76,2886,635,1386,.458,129,350,.369,506,1036,.488,.505,220,269,.818,74,279,353,369,82,5,145,145,1619,ATL,2010
2,Josh Smith,24,81,81,2871,504,999,.505,0,7,.000,504,992,.508,.505,261,422,.618,223,482,705,342,130,172,198,240,1269,ATL,2010
3,Al Horford,23,81,81,2845,467,847,.551,1,1,1.000,466,846,.551,.552,213,270,.789,236,563,799,189,59,91,122,225,1148,ATL,2010
4,Marvin Williams,23,81,81,2468,302,664,.455,40,132,.303,262,532,.492,.485,176,215,.819,106,310,416,93,66,46,72,160,820,ATL,2010
5,Jamal Crawford,29,79,0,2460,496,1105,.449,163,427,.382,333,678,.491,.523,270,315,.857,34,167,201,238,61,12,137,132,1425,ATL,2010
6,Mike Bibby,31,80,80,2195,268,644,.416,126,324,.389,142,320,.444,.514,68,79,.861,20,164,184,310,67,3,90,157,730,ATL,2010
7,Maurice Evans,31,79,5,1317,175,393,.445,57,169,.337,118,224,.527,.518,46,61,.754,59,95,154,48,34,17,20,125,453,ATL,2010
8,Zaza Pachulia,25,78,1,1089,120,246,.488,0,4,.000,120,242,.496,.488,93,143,.650,117,176,293,42,37,31,58,186,333,ATL,2010
9,Jeff Teague,21,71,3,719,90,227,.396,7,32,.219,83,195,.426,.412,41,49,.837,5,62,67,122,34,11,50,82,228,ATL,2010
10,Joe Smith,34,64,1,592,77,193,.399,1,7,.143,76,186,.409,.402,39,48,.813,66,91,157,21,6,19,22,95,194,ATL,2010
11,Mario West,25,39,1,142,12,21,.571,0,1,.000,12,20,.600,.571,6,10,.600,8,19,27,9,8,0,7,25,30,ATL,2010
12,Randolph Morris,24,28,0,124,23,41,.561,0,0,,23,41,.561,.561,16,27,.593,10,28,38,2,5,3,12,34,62,ATL,2010
13,Jason Collins,31,24,0,115,8,23,.348,0,1,.000,8,22,.364,.348,0,2,.000,5,9,14,4,3,2,5,21,16,ATL,2010
14,Othello Hunter,23,7,0,33,4,12,.333,0,0,,4,12,.333,.333,3,4,.750,6,6,12,0,0,1,3,5,11,ATL,2010
,Team Totals,,82,,19855,3181,6801,.468,524,1455,.360,2657,5346,.497,.506,1452,1914,.759,969,2451,3420,1789,592,413,980,1632,8338,ATL,2010
ATL,2011
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2011
1,Al Horford,24,77,77,2704,513,921,.557,2,4,.500,511,917,.557,.558,150,188,.798,182,536,718,266,59,80,119,193,1178,ATL,2011
2,Josh Smith,25,77,77,2645,497,1041,.477,51,154,.331,446,887,.503,.502,229,316,.725,134,523,657,255,99,120,197,217,1274,ATL,2011
3,Joe Johnson,29,72,72,2554,514,1161,.443,89,300,.297,425,861,.494,.481,195,243,.802,59,232,291,338,47,7,146,131,1312,ATL,2011
4,Jamal Crawford,30,76,0,2297,368,874,.421,119,349,.341,249,525,.474,.489,222,260,.854,22,108,130,241,57,14,145,97,1077,ATL,2011
5,Marvin Williams,24,65,52,1865,246,537,.458,37,110,.336,209,427,.489,.493,147,174,.845,68,245,313,88,34,23,62,104,676,ATL,2011
6,Mike Bibby,32,56,56,1674,192,441,.435,113,256,.441,79,185,.427,.563,29,46,.630,15,128,143,202,38,6,68,125,526,ATL,2011
7,Zaza Pachulia,26,79,7,1244,107,232,.461,0,0,,107,232,.461,.461,135,179,.754,119,214,333,58,34,22,69,184,349,ATL,2011
8,Jeff Teague,22,70,7,963,133,304,.438,18,48,.375,115,256,.449,.467,77,97,.794,11,91,102,138,45,25,64,82,361,ATL,2011
9,Maurice Evans,32,47,12,837,79,201,.393,28,89,.315,51,112,.455,.463,24,28,.857,23,61,84,30,16,5,15,74,210,ATL,2011
10,Kirk Hinrich,30,24,22,686,80,185,.432,32,76,.421,48,109,.440,.519,14,21,.667,7,46,53,78,19,7,37,66,206,ATL,2011
11,Damien Wilkins,31,52,0,676,69,137,.504,2,10,.200,67,127,.528,.511,40,56,.714,23,67,90,41,27,9,21,72,180,ATL,2011
12,Josh Powell,28,54,0,653,94,208,.452,0,1,.000,94,207,.454,.452,36,45,.800,49,86,135,22,5,5,53,78,224,ATL,2011
13,Jason Collins,32,49,28,593,34,71,.479,1,1,1.000,33,70,.471,.486,27,41,.659,30,72,102,22,9,9,26,97,96,ATL,2011
14,Jordan Crawford,22,16,0,160,27,77,.351,9,27,.333,18,50,.360,.409,4,6,.667,9,19,28,15,3,0,15,13,67,ATL,2011
15,Etan Thomas,32,13,0,82,10,21,.476,0,0,,10,21,.476,.476,12,15,.800,6,17,23,2,1,4,5,11,32,ATL,2011
16,Hilton Armstrong,26,12,0,76,6,12,.500,1,1,1.000,5,11,.455,.542,2,10,.200,3,14,17,4,3,5,3,9,15,ATL,2011
17,Pape Sy,22,3,0,21,2,6,.333,0,1,.000,2,5,.400,.333,3,3,1.000,2,1,3,2,1,0,3,1,7,ATL,2011
,Team Totals,,82,,19730,2971,6429,.462,502,1427,.352,2469,5002,.494,.501,1346,1728,.779,762,2460,3222,1802,497,341,1118,1554,7790,ATL,2011
ATL,2012
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2012
1,Josh Smith,26,66,66,2329,504,1101,.458,28,109,.257,476,992,.480,.470,203,322,.630,136,496,632,257,93,115,164,172,1239,ATL,2012
2,Jeff Teague,23,66,66,2183,320,672,.476,51,149,.342,269,523,.514,.514,140,185,.757,21,138,159,321,106,37,134,145,831,ATL,2012
3,Joe Johnson,30,60,60,2127,423,931,.454,125,322,.388,298,609,.489,.521,158,186,.849,53,168,221,232,48,13,116,75,1129,ATL,2012
4,Zaza Pachulia,27,58,44,1640,169,339,.499,0,0,,169,339,.499,.499,117,158,.741,154,303,457,79,55,29,81,172,455,ATL,2012
5,Marvin Williams,25,57,37,1500,203,470,.432,58,149,.389,145,321,.452,.494,115,146,.788,76,218,294,71,47,18,39,84,579,ATL,2012
6,Kirk Hinrich,31,48,31,1237,122,295,.414,47,136,.346,75,159,.472,.493,25,32,.781,11,90,101,132,38,11,58,100,316,ATL,2012
7,Ivan Johnson,27,56,0,934,141,275,.513,2,6,.333,139,269,.517,.516,72,100,.720,65,161,226,32,43,18,69,116,356,ATL,2012
8,Willie Green,30,53,2,922,153,325,.471,50,113,.442,103,212,.486,.548,48,56,.857,15,65,80,40,23,6,33,74,404,ATL,2012
9,Tracy McGrady,32,52,0,837,101,231,.437,15,33,.455,86,198,.434,.470,56,83,.675,23,131,154,110,16,15,53,35,273,ATL,2012
10,Vladimir Radmanovic,31,49,3,755,74,197,.376,50,135,.370,24,62,.387,.503,22,29,.759,34,109,143,54,21,15,35,62,220,ATL,2012
11,Jannero Pargo,32,50,0,671,105,253,.415,53,138,.384,52,115,.452,.520,19,20,.950,9,64,73,96,20,2,49,64,282,ATL,2012
12,Al Horford,25,11,11,348,57,103,.553,0,1,.000,57,102,.559,.553,22,30,.733,26,51,77,24,10,14,16,21,136,ATL,2012
13,Jason Collins,33,30,10,308,16,40,.400,0,0,,16,40,.400,.400,7,15,.467,12,36,48,10,4,3,10,34,39,ATL,2012
14,Jerry Stackhouse,37,30,0,273,37,100,.370,13,38,.342,24,62,.387,.435,21,23,.913,6,17,23,14,10,3,13,12,108,ATL,2012
15,Erick Dampier,36,15,0,83,1,8,.125,0,0,,1,8,.125,.125,0,0,,10,15,25,4,1,4,3,9,2,ATL,2012
16,Donald Sloan,24,5,0,20,3,8,.375,0,1,.000,3,7,.429,.375,0,0,,1,4,5,5,1,0,2,3,6,ATL,2012
,Team Totals,,66,,16165,2429,5348,.454,492,1330,.370,1937,4018,.482,.500,1025,1385,.740,652,2066,2718,1481,536,303,921,1178,6375,ATL,2012
ATL,2013
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2013
1,Al Horford,26,74,74,2756,576,1060,.543,3,6,.500,573,1054,.544,.545,134,208,.644,195,562,757,240,78,78,147,163,1289,ATL,2013
2,Josh Smith,27,76,76,2683,550,1182,.465,61,201,.303,489,981,.498,.491,166,321,.517,133,506,639,321,94,136,226,175,1327,ATL,2013
3,Jeff Teague,24,80,78,2628,439,974,.451,89,248,.359,350,726,.482,.496,199,226,.881,25,155,180,579,117,28,230,181,1166,ATL,2013
4,Kyle Korver,31,74,60,2259,277,601,.461,189,414,.457,88,187,.471,.618,67,78,.859,23,270,293,146,70,37,70,170,810,ATL,2013
5,Devin Harris,29,58,34,1421,194,443,.438,77,230,.335,117,213,.549,.525,112,154,.727,6,110,116,197,64,13,88,103,577,ATL,2013
6,DeShawn Stevenson,31,56,31,1158,98,262,.374,76,209,.364,22,53,.415,.519,12,23,.522,18,104,122,52,29,6,23,69,284,ATL,2013
7,Zaza Pachulia,28,52,15,1134,114,241,.473,0,3,.000,114,238,.479,.473,78,103,.757,132,204,336,79,35,12,70,128,306,ATL,2013
8,Lou Williams,26,39,9,1119,187,443,.422,72,196,.367,115,247,.466,.503,105,121,.868,8,72,80,139,44,10,74,55,551,ATL,2013
9,Ivan Johnson,28,69,5,1035,185,356,.520,1,13,.077,184,343,.536,.521,81,131,.618,76,190,266,46,56,14,71,131,452,ATL,2013
10,Anthony Tolliver,27,62,11,963,82,216,.380,45,133,.338,37,83,.446,.484,44,51,.863,31,124,155,32,15,12,36,66,253,ATL,2013
11,John Jenkins,21,61,2,902,131,294,.446,53,138,.384,78,156,.500,.536,59,70,.843,17,77,94,56,12,10,40,37,374,ATL,2013
12,Dahntay Jones,32,28,4,381,32,82,.390,3,12,.250,29,70,.414,.409,21,31,.677,11,20,31,20,12,1,16,46,88,ATL,2013
13,Mike Scott,24,40,1,376,70,147,.476,0,1,.000,70,146,.479,.476,43,56,.768,39,71,110,12,4,2,21,32,183,ATL,2013
14,Johan Petro,27,31,8,352,48,110,.436,1,4,.250,47,106,.443,.441,11,12,.917,33,79,112,16,10,9,24,48,108,ATL,2013
15,Anthony Morrow,27,24,1,301,47,111,.423,15,38,.395,32,73,.438,.491,16,18,.889,10,16,26,9,12,1,4,33,125,ATL,2013
16,Shelvin Mack,22,20,1,268,41,84,.488,14,35,.400,27,49,.551,.571,8,14,.571,0,24,24,44,9,0,24,28,104,ATL,2013
17,Jannero Pargo,33,7,0,113,13,38,.342,7,20,.350,6,18,.333,.434,2,2,1.000,1,6,7,19,3,0,5,8,35,ATL,2013
18,Jeremy Tyler,21,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,3,3,0,0,0,0,0,0,ATL,2013
,Team Totals,,82,,19855,3084,6644,.464,706,1901,.371,2378,4743,.501,.517,1158,1619,.715,758,2593,3351,2007,664,369,1219,1473,8032,ATL,2013
ATL,2014
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2014
1,Jeff Teague,25,79,79,2542,456,1040,.438,74,225,.329,382,815,.469,.474,318,376,.846,34,174,208,528,89,17,232,158,1304,ATL,2014
2,Paul Millsap,28,74,73,2482,483,1047,.461,76,212,.358,407,835,.487,.498,286,391,.731,154,473,627,232,129,78,185,210,1328,ATL,2014
3,Kyle Korver,32,71,71,2408,289,609,.475,185,392,.472,104,217,.479,.626,87,94,.926,22,260,282,208,70,24,102,147,850,ATL,2014
4,DeMarre Carroll,27,73,73,2341,302,642,.470,97,268,.362,205,374,.548,.546,109,141,.773,107,296,403,134,108,21,79,188,810,ATL,2014
5,Shelvin Mack,23,73,11,1490,209,501,.417,62,184,.337,147,317,.464,.479,64,74,.865,21,139,160,271,50,2,89,100,544,ATL,2014
6,Mike Scott,25,80,6,1482,301,628,.479,62,200,.310,239,428,.558,.529,103,132,.780,62,222,284,75,30,7,79,121,767,ATL,2014
7,Lou Williams,27,60,7,1445,197,493,.400,79,231,.342,118,262,.450,.480,152,179,.849,10,114,124,210,45,4,92,65,625,ATL,2014
8,Elton Brand,34,73,15,1414,179,332,.539,0,2,.000,179,330,.542,.539,61,94,.649,97,264,361,74,40,88,60,192,419,ATL,2014
9,Al Horford,27,29,29,958,238,420,.567,4,11,.364,234,409,.572,.571,58,85,.682,66,178,244,76,27,44,64,56,538,ATL,2014
10,Pero Antic,31,50,26,925,123,294,.418,56,171,.327,67,123,.545,.514,50,66,.758,57,152,209,58,19,12,55,126,352,ATL,2014
11,Cartier Martin,29,53,6,822,106,256,.414,56,146,.384,50,110,.455,.523,46,61,.754,12,93,105,31,26,7,33,68,314,ATL,2014
12,Dennis Schroder,20,49,0,641,72,188,.383,10,42,.238,62,146,.425,.410,29,43,.674,5,55,60,93,17,0,61,54,183,ATL,2014
